2024-10-02	visa      	75259114276920023116507	PIZZA PIZZA LTD TORONTO ON                                                                	Other                         	-36.62    
2024-10-24	visa      	55134424298800170892284	DOLLARAMA #1081 MONTREAL QC                                                               	Other                         	-41.39    
2024-10-24	visa      	55306584299004019862705	LE PETIT DEP GRIFFINTO MONTREAL QC                                                        	Other                         	-21.00    
2024-10-24	visa      	55181364298838413226514	ADONIS 21945 GRIFFINTO MONTREAL QC                                                        	Other                         	-6.85     
2024-10-24	visa      	55419214299202354955757	WINNERS 451 MONTREAL QC                                                                   	Other                         	-7.23     
2024-10-25	visa      	55490534299202422367749	APPLE.COM/BILL 866-712-7753 ON                                                            	Other                         	-4.59     
2024-10-25	visa      	55134424299800150844635	CRAVE TORONTO ON                                                                          	Other                         	-25.30    
2024-10-25	visa      	55134424299800181335801	MUFFIN PLUS MONTREAL QC                                                                   	Other                         	-5.56     
2024-10-25	visa      	55181364299838427118094	JEAN COUTU 350 MONTREAL QC                                                                	Other                         	-10.34    
2024-10-26	visa      	75259114300920035483903	PIZZA PIZZA LTD TORONTO ON                                                                	Other                         	-23.29    
2024-10-26	visa      	55134424300800192430531	MUFFIN PLUS MONTREAL QC                                                                   	Other                         	-5.47     
2024-10-26	visa      	55419214301203035223785	WINNERS 470 MONTREAL QC                                                                   	Other                         	-13.44    
2024-10-27	visa      	55181364301838454473350	ADONIS 21945 GRIFFINTO MONTREAL QC                                                        	Other                         	-51.08    
2024-10-27	visa      	55134424301800174064760	MUFFIN PLUS MONTREAL QC                                                                   	Other                         	-5.07     
2024-10-28	visa      	55490534302203463357511	FIDO MOBILE ******4805 888-481-3436 ON                                                    	Other                         	-266.23   
2024-10-28	visa      	55181364303656625080187	ALDO 1302 MONTREAL QC                                                                     	Other                         	-64.39    
2024-10-28	visa      	55306584303004003101197	SOUFFLE MONTREAL QC                                                                       	Other                         	-10.33    
2024-10-29	visa      	02709114303347944234218	SQ *ALDO CAFE SAINT-LAURENTQC                                                             	Other                         	-3.50     
2024-10-29	visa      	02709114303347944084589	SQ *ALDO CAFE SAINT-LAURENTQC                                                             	Other                         	-17.00    
2024-10-29	visa      	55134424303800179422581	DOLLARAMA #1081 MONTREAL QC                                                               	Other                         	-1.43     
2024-10-29	visa      	55181364303838479216006	ADONIS 21945 GRIFFINTO MONTREAL QC                                                        	Other                         	-30.83    
2024-10-29	visa      	55419214304204017965291	WINNERS 451 MONTREAL QC                                                                   	Other                         	-10.35    
2024-10-30	visa      	55134424304800187351557	CAFÉ VIET & EPICIERIE MONTREAL QC                                                         	Other                         	-23.03    
2024-10-30	visa      	55134424304800183150086	CANADA COMPUTERS #46 MONTREAL QC                                                          	Other                         	-88.52    
2024-10-31	visa      	55134424305800172310666	DOLLARAMA #1081 MONTREAL QC                                                               	Other                         	-20.71    
2024-10-31	visa      	55134424305800171268113	BUREAU EN GROS #22 MONTREAL QC                                                            	Other                         	-34.47    
2024-10-31	visa      	55134424305800171268865	BUREAU EN GROS #22 MONTREAL QC                                                            	Other                         	-2.57     
2024-10-31	visa      	55181364305838405674250	ADONIS 21945 GRIFFINTO MONTREAL QC                                                        	Other                         	-45.42    
2024-11-01	visa      	55181364306461648273787	PATISSERIE COCOBUN-CON MONTREAL QC                                                        	Other                         	-20.45    
2024-11-01	visa      	75259114306920186027800	SQUARE ONE INSURANCE S VANCOUVER BC                                                       	Other                         	-32.10    
2024-11-01	visa      	55419214307205160049210	TIM HORTONS #1436 MONTREAL QC                                                             	Other                         	-10.06    
2024-11-01	visa      	55134424307800115747550	CHRONO-RECHARGE OPUS MONTREAL QC                                                          	Other                         	-60.00    
2024-11-01	visa      	55306584307004018312116	POULET ROUGE COMPLEXE MONTREAL QC                                                         	Other                         	-16.09    
2024-11-02	visa      	55181364307380600959499	MARCHE LE RICHMOND MONTREAL QC                                                            	Other                         	-4.60     
2024-11-02	visa      	55181364307838431236650	METRO ETS 2416 MONTREAL QC                                                                	Other                         	-28.35    
2024-11-03	visa      	55181364308380655294072	MARCHE SA MONTREAL QC                                                                     	Other                         	-91.11    
2024-11-03	visa      	55134424308800181199636	PATISSERIE HARMONIE MONTREAL QC                                                           	Other                         	-13.57    
2024-11-03	visa      	55181364308838449751616	ADONIS 21945 GRIFFINTO MONTREAL QC                                                        	Other                         	-29.72    
2024-11-03	visa      	55419214309205669505967	WINNERS 451 MONTREAL QC                                                                   	Other                         	-8.27     
